 running    4 mpi-ranks, on    1 nodes
 distrk:  each k-point on    1 cores,    4 groups
DAV: 261    -0.717980923463E+03   -0.25564E-01   -0.11845E+00 10762   0.427E-01    0.481E+00
DAV: 262    -0.717955382608E+03    0.25541E-01   -0.11604E+00 10698   0.426E-01    0.607E-01
DAV: 263    -0.717980933745E+03   -0.25551E-01   -0.11848E+00 10770   0.427E-01    0.481E+00
DAV: 264    -0.717955377539E+03    0.25556E-01   -0.11603E+00 10714   0.426E-01    0.607E-01
DAV: 265    -0.717980925909E+03   -0.25548E-01   -0.11847E+00 10754   0.427E-01    0.481E+00
DAV: 266    -0.717955371047E+03    0.25555E-01   -0.11600E+00 10698   0.425E-01    0.607E-01
DAV: 267    -0.717980926509E+03   -0.25555E-01   -0.11848E+00 10754   0.426E-01    0.480E+00
DAV: 268    -0.717955348348E+03    0.25578E-01   -0.11594E+00 10706   0.425E-01    0.606E-01
DAV: 269    -0.717980906294E+03   -0.25558E-01   -0.11846E+00 10762   0.426E-01    0.480E+00
DAV: 270    -0.717955328429E+03    0.25578E-01   -0.11589E+00 10698   0.425E-01    0.606E-01
DAV: 271    -0.717980885285E+03   -0.25557E-01   -0.11843E+00 10762   0.427E-01    0.480E+00
DAV: 272    -0.717955288103E+03    0.25597E-01   -0.11580E+00 10706   0.426E-01    0.605E-01
DAV: 273    -0.717980838645E+03   -0.25551E-01   -0.11835E+00 10770   0.427E-01    0.480E+00
DAV: 274    -0.717955264892E+03    0.25574E-01   -0.11578E+00 10714   0.427E-01    0.605E-01
DAV: 275    -0.717980816438E+03   -0.25552E-01   -0.11833E+00 10770   0.428E-01    0.480E+00
DAV: 276    -0.717955244536E+03    0.25572E-01   -0.11575E+00 10706   0.428E-01    0.605E-01
DAV: 277    -0.717980748546E+03   -0.25504E-01   -0.11827E+00 10770   0.427E-01    0.480E+00
DAV: 278    -0.717955083945E+03    0.25665E-01   -0.11528E+00 10714   0.426E-01    0.604E-01
DAV: 279    -0.717980758530E+03   -0.25675E-01   -0.11833E+00 10754   0.426E-01    0.479E+00
DAV: 280    -0.717955020403E+03    0.25738E-01   -0.11510E+00 10698   0.425E-01    0.603E-01
DAV: 281    -0.717980726890E+03   -0.25706E-01   -0.11824E+00 10754   0.426E-01    0.480E+00
DAV: 282    -0.717955087697E+03    0.25639E-01   -0.11533E+00 10690   0.426E-01    0.603E-01
DAV: 283    -0.717980722826E+03   -0.25635E-01   -0.11822E+00 10754   0.426E-01    0.480E+00
DAV: 284    -0.717955150752E+03    0.25572E-01   -0.11554E+00 10698   0.426E-01    0.603E-01
DAV: 285    -0.717980713275E+03   -0.25563E-01   -0.11819E+00 10746   0.426E-01    0.480E+00
DAV: 286    -0.717955203093E+03    0.25510E-01   -0.11576E+00 10690   0.425E-01    0.603E-01
DAV: 287    -0.717980721052E+03   -0.25518E-01   -0.11808E+00 10746   0.426E-01    0.481E+00
DAV: 288    -0.717955460637E+03    0.25260E-01   -0.11673E+00 10706   0.425E-01    0.604E-01
DAV: 289    -0.717980653807E+03   -0.25193E-01   -0.11776E+00 10730   0.426E-01    0.482E+00
DAV: 290    -0.717955782110E+03    0.24872E-01   -0.11773E+00 10674   0.425E-01    0.608E-01
DAV: 291    -0.717980640057E+03   -0.24858E-01   -0.11796E+00 10722   0.429E-01    0.481E+00
DAV: 292    -0.717955456481E+03    0.25184E-01   -0.11655E+00 10690   0.426E-01    0.606E-01
DAV: 293    -0.717980698685E+03   -0.25242E-01   -0.11819E+00 10738   0.427E-01    0.480E+00
DAV: 294    -0.717955231924E+03    0.25467E-01   -0.11573E+00 10698   0.426E-01    0.605E-01
DAV: 295    -0.717980730258E+03   -0.25498E-01   -0.11825E+00 10730   0.428E-01    0.480E+00
DAV: 296    -0.717955168307E+03    0.25562E-01   -0.11549E+00 10698   0.428E-01    0.604E-01
DAV: 297    -0.717980742325E+03   -0.25574E-01   -0.11828E+00 10730   0.429E-01    0.480E+00
DAV: 298    -0.717955144941E+03    0.25597E-01   -0.11542E+00 10714   0.428E-01    0.604E-01
DAV: 299    -0.717980738671E+03   -0.25594E-01   -0.11826E+00 10738   0.429E-01    0.480E+00
DAV: 300    -0.717955152289E+03    0.25586E-01   -0.11546E+00 10706   0.428E-01    0.604E-01
DAV: 301    -0.717980735207E+03   -0.25583E-01   -0.11824E+00 10730   0.428E-01    0.480E+00
DAV: 302    -0.717955169440E+03    0.25566E-01   -0.11553E+00 10706   0.427E-01    0.604E-01
DAV: 303    -0.717980723529E+03   -0.25554E-01   -0.11822E+00 10738   0.427E-01    0.480E+00
DAV: 304    -0.717955172471E+03    0.25551E-01   -0.11555E+00 10714   0.427E-01    0.604E-01
DAV: 305    -0.717980718019E+03   -0.25546E-01   -0.11821E+00 10730   0.427E-01    0.480E+00
DAV: 306    -0.717955173953E+03    0.25544E-01   -0.11557E+00 10706   0.425E-01    0.604E-01
DAV: 307    -0.717980705488E+03   -0.25532E-01   -0.11818E+00 10730   0.426E-01    0.480E+00
DAV: 308    -0.717955178042E+03    0.25527E-01   -0.11560E+00 10714   0.425E-01    0.604E-01
DAV: 309    -0.717980705575E+03   -0.25528E-01   -0.11818E+00 10738   0.426E-01    0.480E+00
DAV: 310    -0.717955181817E+03    0.25524E-01   -0.11562E+00 10706   0.426E-01    0.605E-01
DAV: 311    -0.717980703381E+03   -0.25522E-01   -0.11817E+00 10730   0.426E-01    0.480E+00
DAV: 312    -0.717955183588E+03    0.25520E-01   -0.11564E+00 10706   0.426E-01    0.605E-01
DAV: 313    -0.717980691525E+03   -0.25508E-01   -0.11814E+00 10738   0.427E-01    0.480E+00
DAV: 314    -0.717955186448E+03    0.25505E-01   -0.11565E+00 10714   0.427E-01    0.605E-01
DAV: 315    -0.717980688707E+03   -0.25502E-01   -0.11814E+00 10730   0.428E-01    0.480E+00
DAV: 316    -0.717955184318E+03    0.25504E-01   -0.11565E+00 10706   0.428E-01    0.605E-01
DAV: 317    -0.717980682933E+03   -0.25499E-01   -0.11813E+00 10730   0.429E-01    0.480E+00
DAV: 318    -0.717955184236E+03    0.25499E-01   -0.11565E+00 10714   0.428E-01    0.605E-01
DAV: 319    -0.717980678856E+03   -0.25495E-01   -0.11812E+00 10738   0.428E-01    0.480E+00
DAV: 320    -0.717955183210E+03    0.25496E-01   -0.11564E+00 10706   0.427E-01    0.605E-01
DAV: 321    -0.717980678579E+03   -0.25495E-01   -0.11812E+00 10730   0.428E-01    0.480E+00
DAV: 322    -0.717955190142E+03    0.25488E-01   -0.11566E+00 10706   0.426E-01    0.605E-01
DAV: 323    -0.717980675305E+03   -0.25485E-01   -0.11812E+00 10738   0.427E-01    0.480E+00
DAV: 324    -0.717955188512E+03    0.25487E-01   -0.11566E+00 10714   0.426E-01    0.605E-01
DAV: 325    -0.717980671640E+03   -0.25483E-01   -0.11811E+00 10730   0.427E-01    0.480E+00
DAV: 326    -0.717955183812E+03    0.25488E-01   -0.11564E+00 10706   0.426E-01    0.605E-01
DAV: 327    -0.717980676930E+03   -0.25493E-01   -0.11812E+00 10730   0.426E-01    0.480E+00
DAV: 328    -0.717955201025E+03    0.25476E-01   -0.11569E+00 10706   0.425E-01    0.605E-01
DAV: 329    -0.717980671191E+03   -0.25470E-01   -0.11811E+00 10738   0.426E-01    0.480E+00
DAV: 330    -0.717955213551E+03    0.25458E-01   -0.11573E+00 10698   0.425E-01    0.605E-01
DAV: 331    -0.717980657274E+03   -0.25444E-01   -0.11809E+00 10730   0.426E-01    0.480E+00
DAV: 332    -0.717955211708E+03    0.25446E-01   -0.11574E+00 10690   0.425E-01    0.604E-01
DAV: 333    -0.717980634514E+03   -0.25423E-01   -0.11800E+00 10738   0.427E-01    0.480E+00
DAV: 334    -0.717955304541E+03    0.25330E-01   -0.11606E+00 10714   0.428E-01    0.605E-01
DAV: 335    -0.717980607030E+03   -0.25302E-01   -0.11789E+00 10730   0.430E-01    0.481E+00
DAV: 336    -0.717955426996E+03    0.25180E-01   -0.11649E+00 10714   0.428E-01    0.605E-01
DAV: 337    -0.717980611984E+03   -0.25185E-01   -0.11775E+00 10738   0.428E-01    0.482E+00
DAV: 338    -0.717955698413E+03    0.24914E-01   -0.11745E+00 10722   0.425E-01    0.607E-01
DAV: 339    -0.717980560923E+03   -0.24863E-01   -0.11759E+00 10722   0.426E-01    0.482E+00
DAV: 340    -0.717955750897E+03    0.24810E-01   -0.11761E+00 10650   0.424E-01    0.609E-01
DAV: 341    -0.717980594436E+03   -0.24844E-01   -0.11790E+00 10674   0.427E-01    0.481E+00
DAV: 342    -0.717955397880E+03    0.25197E-01   -0.11641E+00 10666   0.425E-01    0.606E-01
DAV: 343    -0.717980631393E+03   -0.25234E-01   -0.11806E+00 10706   0.427E-01    0.480E+00
DAV: 344    -0.717955229203E+03    0.25402E-01   -0.11585E+00 10666   0.426E-01    0.605E-01
DAV: 345    -0.717980637736E+03   -0.25409E-01   -0.11807E+00 10698   0.427E-01    0.480E+00
DAV: 346    -0.717955211653E+03    0.25426E-01   -0.11581E+00 10658   0.425E-01    0.604E-01
DAV: 347    -0.717980634304E+03   -0.25423E-01   -0.11807E+00 10698   0.427E-01    0.480E+00
DAV: 348    -0.717955207864E+03    0.25426E-01   -0.11583E+00 10666   0.427E-01    0.604E-01
DAV: 349    -0.717980616813E+03   -0.25409E-01   -0.11804E+00 10690   0.427E-01    0.480E+00
DAV: 350    -0.717955198447E+03    0.25418E-01   -0.11582E+00 10658   0.426E-01    0.604E-01
DAV: 351    -0.717980609071E+03   -0.25411E-01   -0.11805E+00 10690   0.427E-01    0.480E+00
DAV: 352    -0.717955175965E+03    0.25433E-01   -0.11574E+00 10666   0.427E-01    0.604E-01
DAV: 353    -0.717980617946E+03   -0.25442E-01   -0.11808E+00 10698   0.427E-01    0.480E+00
DAV: 354    -0.717955150350E+03    0.25468E-01   -0.11566E+00 10658   0.426E-01    0.604E-01
DAV: 355    -0.717980623792E+03   -0.25473E-01   -0.11809E+00 10690   0.427E-01    0.480E+00
DAV: 356    -0.717955140747E+03    0.25483E-01   -0.11562E+00 10658   0.427E-01    0.604E-01
DAV: 357    -0.717980637585E+03   -0.25497E-01   -0.11812E+00 10698   0.427E-01    0.480E+00
DAV: 358    -0.717955131952E+03    0.25506E-01   -0.11558E+00 10666   0.427E-01    0.604E-01
DAV: 359    -0.717980642597E+03   -0.25511E-01   -0.11813E+00 10690   0.427E-01    0.480E+00
DAV: 360    -0.717955128474E+03    0.25514E-01   -0.11556E+00 10658   0.426E-01    0.604E-01
DAV: 361    -0.717980647082E+03   -0.25519E-01   -0.11813E+00 10690   0.427E-01    0.480E+00
DAV: 362    -0.717955128311E+03    0.25519E-01   -0.11555E+00 10666   0.426E-01    0.605E-01
DAV: 363    -0.717980659414E+03   -0.25531E-01   -0.11816E+00 10698   0.427E-01    0.480E+00
DAV: 364    -0.717955119888E+03    0.25540E-01   -0.11551E+00 10658   0.426E-01    0.605E-01
DAV: 365    -0.717980660244E+03   -0.25540E-01   -0.11816E+00 10690   0.427E-01    0.480E+00
DAV: 366    -0.717955111501E+03    0.25549E-01   -0.11547E+00 10658   0.426E-01    0.605E-01
DAV: 367    -0.717980673412E+03   -0.25562E-01   -0.11820E+00 10698   0.426E-01    0.479E+00
DAV: 368    -0.717955093125E+03    0.25580E-01   -0.11539E+00 10666   0.426E-01    0.605E-01
DAV: 369    -0.717980674430E+03   -0.25581E-01   -0.11820E+00 10690   0.426E-01    0.479E+00
DAV: 370    -0.717955087912E+03    0.25587E-01   -0.11537E+00 10658   0.425E-01    0.605E-01
DAV: 371    -0.717980668085E+03   -0.25580E-01   -0.11818E+00 10690   0.426E-01    0.479E+00
DAV: 372    -0.717955082797E+03    0.25585E-01   -0.11534E+00 10666   0.425E-01    0.605E-01
DAV: 373    -0.717980676169E+03   -0.25593E-01   -0.11821E+00 10698   0.426E-01    0.479E+00
DAV: 374    -0.717955069979E+03    0.25606E-01   -0.11529E+00 10658   0.425E-01    0.605E-01
DAV: 375    -0.717980668311E+03   -0.25598E-01   -0.11819E+00 10690   0.426E-01    0.479E+00
DAV: 376    -0.717955069949E+03    0.25598E-01   -0.11528E+00 10658   0.426E-01    0.605E-01
DAV: 377    -0.717980661665E+03   -0.25592E-01   -0.11819E+00 10698   0.428E-01    0.479E+00
DAV: 378    -0.717955041934E+03    0.25620E-01   -0.11518E+00 10674   0.428E-01    0.604E-01
DAV: 379    -0.717980647832E+03   -0.25606E-01   -0.11816E+00 10690   0.428E-01    0.479E+00
DAV: 380    -0.717955041326E+03    0.25607E-01   -0.11518E+00 10666   0.427E-01    0.604E-01
DAV: 381    -0.717980615749E+03   -0.25574E-01   -0.11811E+00 10690   0.428E-01    0.479E+00
DAV: 382    -0.717955010656E+03    0.25605E-01   -0.11514E+00 10674   0.427E-01    0.603E-01
DAV: 383    -0.717980579841E+03   -0.25569E-01   -0.11796E+00 10698   0.427E-01    0.480E+00
DAV: 384    -0.717955155551E+03    0.25424E-01   -0.11569E+00 10658   0.426E-01    0.604E-01
DAV: 385    -0.717980567333E+03   -0.25412E-01   -0.11781E+00 10698   0.427E-01    0.481E+00
DAV: 386    -0.717955438899E+03    0.25128E-01   -0.11682E+00 10650   0.424E-01    0.605E-01
DAV: 387    -0.717980348567E+03   -0.24910E-01   -0.11715E+00 10682   0.426E-01    0.482E+00
DAV: 388    -0.717955759443E+03    0.24589E-01   -0.11767E+00 10666   0.427E-01    0.611E-01
DAV: 389    -0.717980569432E+03   -0.24810E-01   -0.11801E+00 10676   0.430E-01    0.480E+00
DAV: 390    -0.717955188673E+03    0.25381E-01   -0.11567E+00 10638   0.425E-01    0.606E-01
DAV: 391    -0.717980573630E+03   -0.25385E-01   -0.11807E+00 10670   0.426E-01    0.479E+00
DAV: 392    -0.717955016687E+03    0.25557E-01   -0.11509E+00 10638   0.426E-01    0.604E-01
DAV: 393    -0.717980599446E+03   -0.25583E-01   -0.11806E+00 10686   0.427E-01    0.479E+00
DAV: 394    -0.717955046626E+03    0.25553E-01   -0.11521E+00 10638   0.426E-01    0.604E-01
DAV: 395    -0.717980605725E+03   -0.25559E-01   -0.11804E+00 10670   0.426E-01    0.479E+00
DAV: 396    -0.717955095108E+03    0.25511E-01   -0.11540E+00 10638   0.425E-01    0.604E-01
DAV: 397    -0.717980597225E+03   -0.25502E-01   -0.11802E+00 10670   0.426E-01    0.480E+00
DAV: 398    -0.717955112645E+03    0.25485E-01   -0.11548E+00 10654   0.425E-01    0.605E-01
DAV: 399    -0.717980590651E+03   -0.25478E-01   -0.11800E+00 10670   0.426E-01    0.480E+00
DAV: 400    -0.717955124371E+03    0.25466E-01   -0.11553E+00 10638   0.425E-01    0.605E-01
DAV: 401    -0.717980582772E+03   -0.25458E-01   -0.11799E+00 10670   0.426E-01    0.480E+00
DAV: 402    -0.717955130433E+03    0.25452E-01   -0.11557E+00 10638   0.426E-01    0.604E-01
DAV: 403    -0.717980571221E+03   -0.25441E-01   -0.11796E+00 10686   0.427E-01    0.480E+00
DAV: 404    -0.717955146239E+03    0.25425E-01   -0.11565E+00 10638   0.426E-01    0.604E-01
DAV: 405    -0.717980561589E+03   -0.25415E-01   -0.11794E+00 10670   0.427E-01    0.480E+00
DAV: 406    -0.717955160718E+03    0.25401E-01   -0.11572E+00 10638   0.426E-01    0.604E-01
DAV: 407    -0.717980550282E+03   -0.25390E-01   -0.11791E+00 10670   0.426E-01    0.480E+00
DAV: 408    -0.717955182290E+03    0.25368E-01   -0.11581E+00 10654   0.425E-01    0.604E-01
DAV: 409    -0.717980535073E+03   -0.25353E-01   -0.11790E+00 10670   0.426E-01    0.480E+00
DAV: 410    -0.717955173327E+03    0.25362E-01   -0.11580E+00 10638   0.424E-01    0.604E-01
DAV: 411    -0.717980523648E+03   -0.25350E-01   -0.11791E+00 10662   0.425E-01    0.480E+00
DAV: 412    -0.717955139959E+03    0.25384E-01   -0.11570E+00 10630   0.425E-01    0.604E-01
DAV: 413    -0.717980525303E+03   -0.25385E-01   -0.11794E+00 10678   0.428E-01    0.480E+00
DAV: 414    -0.717955111469E+03    0.25414E-01   -0.11561E+00 10630   0.428E-01    0.604E-01
DAV: 415    -0.717980523062E+03   -0.25412E-01   -0.11794E+00 10662   0.428E-01    0.479E+00
DAV: 416    -0.717955098114E+03    0.25425E-01   -0.11557E+00 10630   0.427E-01    0.604E-01
DAV: 417    -0.717980535600E+03   -0.25437E-01   -0.11796E+00 10662   0.428E-01    0.479E+00
DAV: 418    -0.717955090528E+03    0.25445E-01   -0.11554E+00 10646   0.426E-01    0.604E-01
DAV: 419    -0.717980538773E+03   -0.25448E-01   -0.11797E+00 10662   0.427E-01    0.479E+00
DAV: 420    -0.717955092352E+03    0.25446E-01   -0.11554E+00 10630   0.426E-01    0.604E-01
DAV: 421    -0.717980545160E+03   -0.25453E-01   -0.11797E+00 10662   0.426E-01    0.479E+00
DAV: 422    -0.717955100224E+03    0.25445E-01   -0.11555E+00 10630   0.425E-01    0.604E-01
DAV: 423    -0.717980559899E+03   -0.25460E-01   -0.11801E+00 10678   0.426E-01    0.479E+00
DAV: 424    -0.717955097747E+03    0.25462E-01   -0.11553E+00 10630   0.425E-01    0.604E-01
DAV: 425    -0.717980562518E+03   -0.25465E-01   -0.11801E+00 10662   0.426E-01    0.479E+00
DAV: 426    -0.717955095468E+03    0.25467E-01   -0.11551E+00 10630   0.425E-01    0.604E-01
DAV: 427    -0.717980568688E+03   -0.25473E-01   -0.11802E+00 10662   0.425E-01    0.479E+00
DAV: 428    -0.717955091323E+03    0.25477E-01   -0.11549E+00 10646   0.425E-01    0.604E-01
DAV: 429    -0.717980570794E+03   -0.25479E-01   -0.11803E+00 10662   0.426E-01    0.479E+00
DAV: 430    -0.717955089214E+03    0.25482E-01   -0.11548E+00 10630   0.426E-01    0.604E-01
DAV: 431    -0.717980512476E+03   -0.25423E-01   -0.11798E+00 10662   0.427E-01    0.479E+00
DAV: 432    -0.717954916996E+03    0.25595E-01   -0.11477E+00 10630   0.428E-01    0.606E-01
DAV: 433    -0.717980522076E+03   -0.25605E-01   -0.11833E+00 10686   0.431E-01    0.476E+00
DAV: 434    -0.717954241136E+03    0.26281E-01   -0.11266E+00 10638   0.430E-01    0.599E-01
DAV: 435    -0.717980608356E+03   -0.26367E-01   -0.11817E+00 10670   0.424E-01    0.478E+00
DAV: 436    -0.717954811121E+03    0.25797E-01   -0.11463E+00 10638   0.425E-01    0.601E-01
DAV: 437    -0.717980540146E+03   -0.25729E-01   -0.11787E+00 10670   0.426E-01    0.480E+00
DAV: 438    -0.717955130484E+03    0.25410E-01   -0.11573E+00 10654   0.426E-01    0.604E-01
DAV: 439    -0.717980538273E+03   -0.25408E-01   -0.11790E+00 10670   0.427E-01    0.480E+00
DAV: 440    -0.717955162853E+03    0.25375E-01   -0.11582E+00 10638   0.426E-01    0.605E-01
DAV: 441    -0.717980520613E+03   -0.25358E-01   -0.11791E+00 10670   0.427E-01    0.480E+00
DAV: 442    -0.717955125170E+03    0.25395E-01   -0.11569E+00 10638   0.425E-01    0.605E-01
DAV: 443    -0.717980509979E+03   -0.25385E-01   -0.11791E+00 10686   0.426E-01    0.479E+00
DAV: 444    -0.717955096901E+03    0.25413E-01   -0.11556E+00 10630   0.425E-01    0.605E-01
DAV: 445    -0.717980514576E+03   -0.25418E-01   -0.11793E+00 10670   0.426E-01    0.479E+00
DAV: 446    -0.717955073965E+03    0.25441E-01   -0.11545E+00 10630   0.425E-01    0.605E-01
DAV: 447    -0.717980501435E+03   -0.25427E-01   -0.11791E+00 10670   0.426E-01    0.479E+00
DAV: 448    -0.717955072766E+03    0.25429E-01   -0.11539E+00 10646   0.426E-01    0.605E-01
DAV: 449    -0.717980529982E+03   -0.25457E-01   -0.11794E+00 10670   0.427E-01    0.479E+00
DAV: 450    -0.717955084690E+03    0.25445E-01   -0.11540E+00 10630   0.426E-01    0.605E-01
DAV: 451    -0.717980547640E+03   -0.25463E-01   -0.11795E+00 10670   0.426E-01    0.479E+00
DAV: 452    -0.717955109419E+03    0.25438E-01   -0.11549E+00 10630   0.425E-01    0.606E-01
DAV: 453    -0.717980549043E+03   -0.25440E-01   -0.11793E+00 10686   0.426E-01    0.480E+00
DAV: 454    -0.717955129557E+03    0.25419E-01   -0.11556E+00 10630   0.425E-01    0.606E-01
DAV: 455    -0.717980546882E+03   -0.25417E-01   -0.11793E+00 10670   0.426E-01    0.480E+00
DAV: 456    -0.717955130013E+03    0.25417E-01   -0.11557E+00 10630   0.425E-01    0.605E-01
DAV: 457    -0.717980536345E+03   -0.25406E-01   -0.11792E+00 10670   0.427E-01    0.479E+00
DAV: 458    -0.717955119144E+03    0.25417E-01   -0.11555E+00 10646   0.426E-01    0.605E-01
DAV: 459    -0.717980529873E+03   -0.25411E-01   -0.11791E+00 10670   0.427E-01    0.479E+00
DAV: 460    -0.717955113984E+03    0.25416E-01   -0.11554E+00 10630   0.426E-01    0.605E-01
DAV: 461    -0.717980522784E+03   -0.25409E-01   -0.11791E+00 10670   0.427E-01    0.479E+00
DAV: 462    -0.717955106640E+03    0.25416E-01   -0.11553E+00 10630   0.426E-01    0.605E-01
DAV: 463    -0.717980511929E+03   -0.25405E-01   -0.11789E+00 10686   0.426E-01    0.479E+00
DAV: 464    -0.717955104242E+03    0.25408E-01   -0.11553E+00 10630   0.425E-01    0.605E-01
DAV: 465    -0.717980507163E+03   -0.25403E-01   -0.11789E+00 10670   0.426E-01    0.479E+00
DAV: 466    -0.717955104315E+03    0.25403E-01   -0.11554E+00 10630   0.425E-01    0.604E-01
DAV: 467    -0.717980494697E+03   -0.25390E-01   -0.11786E+00 10670   0.426E-01    0.479E+00
DAV: 468    -0.717955103980E+03    0.25391E-01   -0.11555E+00 10646   0.425E-01    0.604E-01
DAV: 469    -0.717980488436E+03   -0.25384E-01   -0.11786E+00 10670   0.426E-01    0.479E+00
DAV: 470    -0.717955103363E+03    0.25385E-01   -0.11556E+00 10630   0.425E-01    0.604E-01
DAV: 471    -0.717980486034E+03   -0.25383E-01   -0.11786E+00 10670   0.426E-01    0.479E+00
DAV: 472    -0.717955104169E+03    0.25382E-01   -0.11557E+00 10630   0.426E-01    0.604E-01
DAV: 473    -0.717980474546E+03   -0.25370E-01   -0.11784E+00 10686   0.427E-01    0.479E+00
DAV: 474    -0.717955102327E+03    0.25372E-01   -0.11558E+00 10630   0.427E-01    0.604E-01
DAV: 475    -0.717980469898E+03   -0.25368E-01   -0.11783E+00 10670   0.429E-01    0.479E+00
DAV: 476    -0.717955095118E+03    0.25375E-01   -0.11549E+00 10630   0.428E-01    0.605E-01
DAV: 477    -0.717980458477E+03   -0.25363E-01   -0.11799E+00 10670   0.429E-01    0.478E+00
DAV: 478    -0.717954742781E+03    0.25716E-01   -0.11404E+00 10646   0.427E-01    0.608E-01
DAV: 479    -0.717980767600E+03   -0.26025E-01   -0.11884E+00 10662   0.425E-01    0.476E+00
DAV: 480    -0.717954358676E+03    0.26409E-01   -0.11308E+00 10622   0.426E-01    0.598E-01
DAV: 481    -0.717980456443E+03   -0.26098E-01   -0.11776E+00 10662   0.424E-01    0.479E+00
DAV: 482    -0.717954991065E+03    0.25465E-01   -0.11532E+00 10622   0.425E-01    0.603E-01
DAV: 483    -0.717980485107E+03   -0.25494E-01   -0.11776E+00 10678   0.427E-01    0.480E+00
DAV: 484    -0.717955203889E+03    0.25281E-01   -0.11601E+00 10622   0.427E-01    0.605E-01
DAV: 485    -0.717980448316E+03   -0.25244E-01   -0.11778E+00 10662   0.429E-01    0.480E+00
DAV: 486    -0.717955145530E+03    0.25303E-01   -0.11580E+00 10622   0.426E-01    0.604E-01
DAV: 487    -0.717980429180E+03   -0.25284E-01   -0.11779E+00 10662   0.426E-01    0.479E+00
DAV: 488    -0.717955092675E+03    0.25337E-01   -0.11561E+00 10638   0.425E-01    0.604E-01
DAV: 489    -0.717980436072E+03   -0.25343E-01   -0.11781E+00 10662   0.426E-01    0.479E+00
DAV: 490    -0.717955073630E+03    0.25362E-01   -0.11554E+00 10622   0.425E-01    0.604E-01
DAV: 491    -0.717980449655E+03   -0.25376E-01   -0.11783E+00 10662   0.426E-01    0.479E+00
DAV: 492    -0.717955075532E+03    0.25374E-01   -0.11553E+00 10622   0.425E-01    0.604E-01
DAV: 493    -0.717980460691E+03   -0.25385E-01   -0.11785E+00 10678   0.426E-01    0.479E+00
DAV: 494    -0.717955077292E+03    0.25383E-01   -0.11553E+00 10622   0.425E-01    0.604E-01
DAV: 495    -0.717980468082E+03   -0.25391E-01   -0.11786E+00 10662   0.426E-01    0.479E+00
DAV: 496    -0.717955076472E+03    0.25392E-01   -0.11552E+00 10622   0.425E-01    0.604E-01
DAV: 497    -0.717980474581E+03   -0.25398E-01   -0.11787E+00 10662   0.426E-01    0.479E+00
DAV: 498    -0.717955075922E+03    0.25399E-01   -0.11551E+00 10638   0.425E-01    0.604E-01
DAV: 499    -0.717980480195E+03   -0.25404E-01   -0.11788E+00 10662   0.426E-01    0.479E+00
DAV: 500    -0.717955075268E+03    0.25405E-01   -0.11550E+00 10622   0.425E-01
 -----------------------------------------------------------------------------
|                                                                             |
|           W    W    AA    RRRRR   N    N  II  N    N   GGGG   !!!           |
|           W    W   A  A   R    R  NN   N  II  NN   N  G    G  !!!           |
|           W    W  A    A  R    R  N N  N  II  N N  N  G       !!!           |
|           W WW W  AAAAAA  RRRRR   N  N N  II  N  N N  G  GGG   !            |
|           WW  WW  A    A  R   R   N   NN  II  N   NN  G    G                |
|           W    W  A    A  R    R  N    N  II  N    N   GGGG   !!!           |
|                                                                             |
|     The electronic self-consistency was not achieved in the given           |
|     number of steps (NELM). The forces and other quantities evaluated       |
|     might not be reliable so examine the results carefully. If you find     |
|     spurious results, we suggest increasing NELM, if you were close to      |
|     convergence or switching to a different ALGO or adjusting the           |
|     density mixing parameters otherwise.                                    |
|                                                                             |
 -----------------------------------------------------------------------------

   1 F= -.71795508E+03 E0= -.71795136E+03  d E =-.744052E-02
 writing wavefunctions
Warning: ieee_invalid is signaling
Warning: ieee_divide_by_zero is signaling
Warning: ieee_underflow is signaling
Warning: ieee_inexact is signaling
FORTRAN STOP
Warning: ieee_invalid is signaling
Warning: ieee_divide_by_zero is signaling
Warning: ieee_underflow is signaling
Warning: ieee_inexact is signaling
Warning: ieee_invalid is signaling
Warning: ieee_divide_by_zero is signaling
Warning: ieee_underflow is signaling
Warning: ieee_inexact is signaling
FORTRAN STOP
Warning: ieee_invalid is signaling
Warning: ieee_divide_by_zero is signaling
Warning: ieee_underflow is signaling
Warning: ieee_inexact is signaling
FORTRAN STOP
FORTRAN STOP
